🕘️更新时间,#genre#
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8$订阅源
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub$订阅源
青海卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000366/index.m3u8$订阅源
青海卫视,http://36.136.38.87:9901/tsfile/live/0003_1.m3u8$订阅源
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8$订阅源
山东卫视,http://38.75.136.137:98/gslb/dsdqca/sdwshd.m3u8?auth=test20251009$订阅源
山东卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000301/index.m3u8$订阅源
山东卫视,http://120.224.84.170:8085/hls/8/index.m3u8$订阅源
山东卫视,http://183.220.107.138:4022/rtp/239.11.0.73:5140$订阅源
山东卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.209:8052$订阅源
山东卫视,http://39.152.103.17:8089/tsfile/live/1018_1.m3u8$订阅源
山东卫视,http://116.77.239.26:44300/tsfile/live/0121_1.m3u8$订阅源
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8$订阅源
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub$订阅源
山西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000032/index.m3u8$订阅源
山西卫视,http://1.31.14.70:54321/hls/23/index.m3u8$内蒙古联通酒店
山西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9zeHdzLm0zdTg=$订阅源
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8$订阅源
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub$订阅源
陕西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000029/index.m3u8$订阅源
陕西卫视,http://183.220.107.138:4022/rtp/239.11.0.54:5140$订阅源
陕西卫视,http://156.238.248.80:8880/play/32.m3u8$订阅源
陕西卫视,http://116.77.239.26:44300/tsfile/live/0116_2.m3u8$订阅源
陕西卫视,http://36.136.38.87:9901/tsfile/live/0136_1.m3u8$订阅源
四川卫视,http://tv.sohu.blog/d/fjbst.php$订阅源
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8$订阅源
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub$订阅源
四川卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000348/index.m3u8$订阅源
四川卫视,http://183.220.107.138:4022/rtp/239.11.0.78:5140$订阅源
四川卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDcvaW5kZXgubTN1OA==$订阅源
四川卫视,http://222.214.208.34:59901/tsfile/live/0017_1.m3u8$订阅源
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8$订阅源
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub$订阅源
深圳卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000308/index.m3u8$订阅源
深圳卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9zendzLm0zdTg=$订阅源
深圳卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.134:8020$订阅源
深圳卫视,http://39.152.103.17:8089/tsfile/live/1049_1.m3u8$订阅源
深圳卫视,http://120.202.94.181:9446/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://116.77.239.26:44300/tsfile/live/1013_1.m3u8$订阅源
深圳卫视,http://36.136.38.87:9901/tsfile/live/0126_1.m3u8$订阅源
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub$订阅源
三沙卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000078/index.m3u8$订阅源
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php$订阅源
三沙卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230306/571071008.smil?rrsip=125.88.104.40$订阅源
三沙卫视,rtsp://10.15.250.13/PLTV/88888888/224/3221226947/456532401.smil$订阅源
天津卫视,http://tv.sohu.blog/d/fjbst.php$订阅源
天津卫视,http://38.75.136.137:98/gslb/dsdqca/tjwshd.m3u8?auth=test20251009$订阅源
天津卫视,http://1.31.14.70:54321/hls/26/index.m3u8$内蒙古联通酒店
天津卫视,http://183.220.107.138:4022/rtp/239.11.0.123:5140$订阅源
天津卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.141:1234$订阅源
天津卫视,http://156.238.248.80/2099.php?id=1767$订阅源
天津卫视,http://39.152.103.17:8089/tsfile/live/1035_1.m3u8$订阅源
天津卫视,http://116.77.239.26:44300/tsfile/live/0132_1.m3u8$订阅源
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8$订阅源
西藏卫视,http://38.75.136.137:98/gslb/dsdqpub/xzws.m3u8?auth=testpub$订阅源
西藏卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000045/index.m3u8$订阅源
西藏卫视,http://183.220.107.138:4022/rtp/239.11.0.53:5140$订阅源
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8$订阅源
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub$订阅源
新疆卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000044/index.m3u8$订阅源
新疆卫视,http://183.220.107.138:4022/rtp/239.11.0.58:5140$订阅源
新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8$订阅源
新疆卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230148/817310116.smil?rrsip=125.88.104.40$订阅源
新疆卫视,rtsp://10.15.250.13/PLTV/88888888/224/0/3221226149/iptv147985.smil$订阅源
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub$订阅源
云南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000367/index.m3u8$订阅源
云南卫视,http://183.220.107.138:4022/rtp/239.11.0.52:5140$订阅源
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMzUvaW5kZXgubTN1OA==$订阅源
云南卫视,http://39.152.103.17:8089/tsfile/live/1083_1.m3u8$订阅源
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8$订阅源
云南卫视,http://36.136.38.87:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://111.221.137.234:44330/tsfile/live/0118_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源

🎬电影频道,#genre#
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub$订阅源
CHC家庭影院,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002028/index.m3u8$订阅源
CHC家庭影院,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000522$订阅源
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub$订阅源
CHC动作电影,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002030/index.m3u8$订阅源
CHC动作电影,http://156.238.248.80:8880/play/58.m3u8$订阅源
CHC动作电影,http://dassby.qqff.top:99/live/CHC动作电影/index.m3u8$订阅源
CHC动作电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000523$订阅源
CHC高清电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CHC高清电影,http://218.15.183.23:9901/tsfile/live/23044_1.m3u8$订阅源
CHC高清电影,http://dassby.qqff.top:99/live/CHC高清/index.m3u8$订阅源
CHC高清电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000539$订阅源
淘剧场,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.95:8001$订阅源
淘剧场,http://mingjd.cn:7077/udp/239.3.1.95:8001$北京联通
淘娱乐,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.100:8001$订阅源
淘娱乐,http://mingjd.cn:7077/udp/239.3.1.100:8001$北京联通
淘电影,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.250:8001$订阅源
NewTV动作电影,http://dassby.qqff.top:99/live/CHC动作电影/index.m3u8$订阅源
黑莓电影,http://111.43.126.240:9003/hls/99/index.m3u8$订阅源
纬来电影,http://iptv.4666888.xyz/iptv2A.php?id=54$订阅源
靖天戏剧,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv058$订阅源
经典电影,http://lxajh.top/tv/douyu.php?id=74374$订阅源
天映经典,http://74.91.26.218:82/live/tyjd.m3u8$订阅源
天映经典,http://pull-vivek.speedws.com/live/aaatyjd.flv$订阅源
无线星河,https://cdn6.101.qzz.io/163189/tvbxh$订阅源
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8$订阅源
星空卫视,http://116.77.239.26:44300/tsfile/live/0112_2.m3u8$订阅源
星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8$订阅源
东森电影,http://iptv.4666888.xyz/iptv2A.php$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森超视,rtmp://f13h.mine.nu:1935/sat/tv331$订阅源

🪁动画频道,#genre#
少儿动画,http://218.15.183.23:9901/tsfile/live/23045_1.m3u8$订阅源
动漫秀场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002000/index.m3u8$订阅源
动漫秀场,http://dassby.qqff.top:99/live/动漫秀场/index.m3u8$订阅源
新动漫,http://dassby.qqff.top:99/live/新动漫/index.m3u8$订阅源
优漫卡通,http://39.165.39.49:19901/tsfile/live/1092_1.m3u8$订阅源
优漫卡通,http://156.238.248.80/2099.php?id=250$订阅源
优漫卡通,http://vapi.91kds.cc/live2/jsqx.m3u8?id=ymkt&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0$订阅源
优漫卡通,http://111.43.126.240:9003/hls/74/index.m3u8$订阅源
优漫卡通,http://124.116.183.146/rtp/239.112.205.185:5140$陕西电信组播源-cache:124.116.183.146-组播源
金鹰卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002027/index.m3u8$订阅源
金鹰卡通,http://1.31.14.70:54321/hls/20/index.m3u8$内蒙古联通酒店
金鹰卡通,http://39.165.39.49:19901/tsfile/live/1156_1.m3u8$订阅源
金鹰卡通,http://36.136.38.87:9901/tsfile/live/1002_1.m3u8$订阅源
金鹰卡通,http://218.15.183.23:9901/tsfile/live/23041_1.m3u8$订阅源
金鹰卡通,http://124.116.183.146/rtp/239.112.205.136:5140$陕西电信组播源-cache:124.116.183.146-组播源
金鹰卡通,http://139.196.151.191/rtp/239.45.3.118:5140$上海电信组播源-cache:139.196.151.191-组播源
黑莓动画,http://111.43.126.240:9003/hls/100/index.m3u8$订阅源
炫动卡通,http://139.196.151.191/rtp/239.45.1.55:5140$上海电信组播源-cache:139.196.151.191-组播源
24H国漫热播,https://lunbo.freetv.top/yy/1353937086$订阅源
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8$订阅源
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#migu5://611318244$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?#https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
浙江少儿,https://ali-xwl.cztv.com/live/channel081080Pnew.m3u8$订阅源
浙江少儿,http://156.238.248.80/2099.php?id=220$订阅源
浙江少儿,http://vapi.91kds.cc/live1/zjtv2.m3u8?id=zjtv8&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0$订阅源
河北少儿科教,http://1.94.31.214/php/hebei.php?id=sekj$订阅源
河北少儿科教,http://vapi.91kds.cc/live1/hetv.m3u8?id=hese&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0$订阅源
河北少儿科教,http://www.160606.xyz:10010/rtp/239.254.200.21:6000$河北2
火影忍者,http://1.94.31.214:35455/huya/11342385$订阅源
蜡笔小新,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/30299353$订阅源
漫画解说,https://lunbo.freetv.top/yy/1382735568$订阅源

🏛经典剧场,#genre#
笑傲江湖,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
笑傲江湖,http://39.153.130.167:35455/huya/23865142$订阅源
天龙八部,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4$订阅源
天龙八部,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
天龙八部,https://godmusic.bs2dl.yy.com/dHZlZmVhMWUxMDYzYjQ0ZmJkYjU4MmE4NDlkYjRmNmMxMy0xMTY2Mzk0Njky?Cf=cf.mp4$订阅源
天龙八部,http://39.153.130.167:35455/huya/20985816$订阅源
鹿鼎记,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
鹿鼎记,http://39.153.130.167:35455/huya/29847482$订阅源
仙剑奇侠传,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
西游记,http://1.94.31.214:35455/huya/29981376$订阅源
水浒传,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
水浒传,https://lunbo.freetv.top/yy/1353215589$订阅源
新白娘子传奇,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
济公游记,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
封神榜,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
封神榜,http://39.153.130.167:35455/huya/29465849$订阅源
闯关东,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源
上海滩,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php$订阅源

🌊港·澳·台,#genre#
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34$订阅源
翡翠台,http://pull-vivek.speedws.com/live/aaajade.flv$订阅源
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv$订阅源
翡翠台,http://116.77.239.26:44300/tsfile/live/0141_1.m3u8$订阅源
明珠台,http://iptv.4666888.xyz/iptv2A.php?id=29$订阅源
明珠台,http://pull-vivek.speedws.com/live/aaamingzhu.flv$订阅源
明珠台,http://116.77.239.26:44300/tsfile/live/0112_1.m3u8$订阅源
明珠台,https://cdn6.101.qzz.io/163189/mzt#http://r.jdshipin.com/jUx8K#http://php.jdshipin.com/TVOD/iptv.php$订阅源
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27$订阅源
凤凰中文,http://pull-vivek.speedws.com/live/aaafhzw.flv$订阅源
凤凰中文,http://116.77.239.26:44300/tsfile/live/0141_2.m3u8$订阅源
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8$订阅源
凤凰中文,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8$订阅源
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw$订阅源
凤凰资讯,http://pull-vivek.speedws.com/live/aaafhzx.flv$订阅源
凤凰资讯,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8$郑州酒店
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8$订阅源
凤凰资讯,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8$订阅源
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx$订阅源
凤凰香港,http://pull-vivek.speedws.com/live/aaafhxg.flv$订阅源
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$订阅源
纬来体育,rtmp://60.248.77.83/sat/tv721$订阅源
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv$订阅源
纬来体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8$订阅源
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$订阅源
纬来育乐,rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森超视,rtmp://f13h.mine.nu:1935/sat/tv331$订阅源
东森电影,http://iptv.4666888.xyz/iptv2A.php$订阅源
靖天资讯,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv065$订阅源
